Date;Constituent Name;ISIN;Market Cap;ESG Score;ESG Grade;Economic Sector
01.01.2015;EXXON ORD;US30231G1022;3.88E+11;74.72;B+;Energy
01.01.2015;GENERAL DYNAMICS ORD;US3695501086;45712423029;40.18;C;Industrials
01.01.2015;ABBOTT LABS ORD;US0028241000;67790692182;73.81;B+;Healthcare
01.01.2015;COSTCO WHOLESALE ORD;US22160K1051;55349835104;69.69;B+;Consumer Cyclicals
01.01.2015;CHEVRON TEXACO ORD;US1667641005;2.12E+11;72.48;B+;Energy
01.01.2015;HOME DEPOT ORD;US4370761029;1.38E+11;62.85;B;Consumer Cyclicals
01.01.2015;MONDELEZ INTERNATIONAL INC;US6092071058;61023209150;78.12;A-;Consumer Non-Cyclicals
01.01.2015;JOHNSON&JOHNSON ORD;US4781601046;2.93E+11;89.87;A;Healthcare
01.01.2015;QUALCOMM ORD;US7475251036;1.23E+11;77.76;A-;Technology
01.01.2015;UNION PACIFIC U ORD;US9078181081;1.06E+11;57.87;B-;Industrials
01.01.2015;HALLIBURTON ORD;US4062161017;33330613324;68.39;B+;Energy
01.01.2015;BOEING U ORD;US0970231058;92666701061;73.87;B+;Industrials
01.01.2015;CONOCOPHILLIPS ORD;US20825C1045;85006842940;81.09;A-;Energy
01.01.2015;CISCO-T ORD;US17275R1023;1.42E+11;80.64;A-;Technology
01.01.2015;ALPHABET INC-CL A ORD;US02079K3059;3.59E+11;43.58;C+;Technology
01.01.2015;WALT DISNEY ORD;US2546871060;1.60E+11;60.83;B;Consumer Cyclicals
01.01.2015;CAPITAL ONE FINANCIAL ORD;US14040H1059;45515193178;45.08;C+;Financials
01.01.2015;TARGET ORD;US87612E1064;48351966465;80.17;A-;Consumer Cyclicals
01.01.2015;BIOGEN INC;US09062X1037;73838175979;56.19;B-;Healthcare
01.01.2015;FACEBOOK CL A ORD;US30303M1027;2.18E+11;32.38;C-;Technology
01.01.2015;GENERAL ELECTRIC ORD;US3696043013;1.52E+11;80.99;A-;Industrials
01.01.2015;GENERAL MOTORS ORD;US37045V1008;56089767379;54.34;B-;Consumer Cyclicals
01.01.2015;THE GOLDMAN SACHS GROUP ORD;US38141G1040;84421789886;59.78;B;Financials
01.01.2015;AMAZON.COM INC ORD;US0231351067;1.44E+11;49.81;C+;Consumer Cyclicals
01.01.2015;SOUTHERN ORD;US8425871071;44493660000;48.01;C+;Utilities
01.01.2015;CVS HEALTH CORP;US1266501006;1.10E+11;89.16;A;Healthcare
01.01.2015;EMERSON ELECTRIC ORD;US2910111044;42732444471;38.41;C;Industrials
01.01.2015;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.01E+11;57.98;B-;Industrials
01.01.2015;CATERPILLAR ORD;US1491231015;55482425145;68.32;B+;Industrials
01.01.2015;METLIFE ORD;US59156R1086;54559942275;49;C+;Financials
01.01.2015;EI D P DE NEMOUR ORD;US2635341090;NULL;72.4;B+;Consumer Non-Cyclicals
01.01.2015;PFIZER ORD;US7170811035;1.86E+11;68.29;B+;Healthcare
01.01.2015;ACCENTURE PLC-A ORD;IE00B4BNMY34;59346197687;72.91;B+;Technology
01.01.2015;MICROSOFT-T ORD;US5949181045;3.83E+11;92.28;A+;Technology
01.01.2015;3M ORD;US88579Y1010;87257231981;90;A;Consumer Non-Cyclicals
01.01.2015;PROCTERGAMBLE ORD;US7427181091;2.46E+11;59.56;B;Consumer Non-Cyclicals
01.01.2015;SIMON PROPERTY GROUP REIT;US8288061091;57229751107;37.32;C;Real Estate
01.01.2015;STARBUCKS-T ORD;US8552441094;61398015000;83.35;A;Consumer Cyclicals
01.01.2015;JPMORGAN CHASE ORD;US46625H1005;2.34E+11;71.38;B+;Financials
01.01.2015;MASTERCARD ORD;US57636Q1040;1.00E+11;59.82;B;Technology
01.01.2015;TEXAS INSTRUMENTS ORD;US8825081040;56475076666;83.6;A;Technology
01.01.2015;WALGREENS BOOTS ALLIANCE INC;US9314271084;83056153369;53;B-;Consumer Non-Cyclicals
01.01.2015;COLGATE-PALMOLIVE CO ORD;US1941621039;63059649622;74.37;B+;Consumer Non-Cyclicals
01.01.2015;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;77064159000;46.21;C+;Financials
01.01.2015;BRISTOL-MYERS SQUIBB ORD;US1101221083;97917576264;69.47;B+;Healthcare
01.01.2015;VISA INCORPORATION ORD;US92826C8394;1.62E+11;20.65;D+;Industrials
01.01.2015;FEDEX ORD;US31428X1063;49200069589;63.23;B;Industrials
01.01.2015;UNITEDHEALTH GRP ORD;US91324P1021;97025284018;12.45;D;Healthcare
01.01.2015;BANK OF NEW YORK MELLON ORD;US0640581007;46341082500;60.22;B;Financials
01.01.2015;EXELON ORD;US30161N1019;22724698931;68.22;B+;Utilities
01.01.2015;ALLSTATE ORD;US0200021014;29364500000;81.29;A-;Financials
01.01.2015;INTEL-T ORD;US4581401001;1.75E+11;85.7;A;Technology
01.01.2015;MEDTRONIC PLC;IE00BTN1Y115;71067654838;73.75;B+;Healthcare
01.01.2015;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.52E+11;78.71;A-;Technology
01.01.2015;SCHLUMBERGER ORD;AN8068571086;1.09E+11;57.07;B-;Energy
01.01.2015;ANADARKO PETROLEUM ORD;US0325111070;NULL;32.05;C-;Energy
01.01.2015;HONEYWELL INTL ORD;US4385161066;70157055911;68.14;B+;Consumer Non-Cyclicals
01.01.2015;WAL-MART STORES ORD;US9311421039;2.77E+11;77.8;A-;Consumer Non-Cyclicals
01.01.2015;WELLS FARGO ORD;US9497461015;2.83E+11;68.89;B+;Financials
01.01.2015;COCA-COLA ORD;US1912161007;1.85E+11;72.74;B+;Consumer Non-Cyclicals
01.01.2015;ALTRIA GROUP ORD;US02209S1033;97134549748;84.39;A;Consumer Non-Cyclicals
01.01.2015;CITIGROUP ORD;US1729674242;1.64E+11;74.56;B+;Financials
01.01.2015;EMC ORD;US2686481027;NULL;47.41;C+;Technology
01.01.2015;NORFOLK SOUTHERN ORD;US6558441084;33786200649;62.41;B;Industrials
01.01.2015;BERKSHIRE HATHWAY CL B ORD;US0846707026;3.71E+11;11.16;D;Consumer Non-Cyclicals
01.01.2015;AMGEN-T ORD;US0311621009;1.21E+11;64.9;B;Healthcare
01.01.2015;FORD MOTOR ORD;US3453708600;53998516172;71.8;B+;Consumer Cyclicals
01.01.2015;LOWE'S COS INC ORD;US5486611073;66936116358;75.23;A-;Consumer Cyclicals
01.01.2015;MERCK ORD;US58933Y1055;1.54E+11;70.82;B+;Healthcare
01.01.2015;PHILLIP MORRIS ORD;US7181721090;1.27E+11;60.92;B;Consumer Non-Cyclicals
01.01.2015;US ORD;US9029733048;80280700000;45.77;C+;Financials
01.01.2015;ORACLE SYS ORD;US68389X1054;1.97E+11;55.44;B-;Technology
01.01.2015;MONSANTO ORD;US61166W1018;NULL;64.08;B;Basic Materials
01.01.2015;MORGAN STANLEY ORD;US6174464486;75698024000;69.22;B+;Financials
01.01.2015;ALPHABET INC-CL C ORD;US02079K1079;3.59E+11;43.58;C+;Technology
01.01.2015;RAYTHEON ORD;US7551115071;33356166560;68.32;B+;Industrials
01.01.2015;NIKE INC -CL B ORD;US6541061031;82834039198;63.12;B;Consumer Cyclicals
01.01.2015;AMERICAN EXPRESS ORD;US0258161092;95179920000;51.16;B-;Financials
01.01.2015;DEVON ENERGY ORD;US25179M1036;24514590057;42.65;C+;Energy
01.01.2015;PEPSICO U ORD;US7134481081;1.42E+11;79.29;A-;Consumer Non-Cyclicals
01.01.2015;UTD TECHNOLOG ORD;US75513E1010;61836579884;59.42;B;Industrials
01.01.2015;AT&T ORD;US00206R1023;1.32E+11;63.73;B;Technology
01.01.2015;BK OF AMERICA CO ORD;US0605051046;1.88E+11;58.68;B;Financials
01.01.2015;LOCKHEED MARTIN ORD;US5398301094;60837708831;49.83;C+;Industrials
01.01.2015;TIME WARNER ORD;US8873173038;NULL;64.6;B;Consumer Cyclicals
01.01.2015;VERIZON COMMUNICATIONS ORD;US92343V1044;1.94E+11;71.66;B+;Technology
01.01.2015;OCCIDENTAL U ORD;US6745991058;62480254747;71.55;B+;Energy
01.01.2015;ABBVIE ORD SHS;US00287Y1091;1.04E+11;61.33;B;Healthcare
01.01.2015;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;81596146453;32.93;C-;Consumer Cyclicals
01.01.2015;DOW CHEMICAL ORD;US26614N1028;NULL;NULL;NULL;Technology
01.01.2015;GILEAD SCIENCES ORD;US3755581036;1.41E+11;50.22;B-;Healthcare
01.01.2015;MCDONALD'S ORD;US5801351017;91189179475;69.98;B+;Consumer Cyclicals
01.01.2015;APPLE ORD;US0378331005;6.47E+11;60.3;B;Technology
01.01.2015;LILLY ORD;US5324571083;76815523075;64.94;B;Healthcare
01.01.2015;COMCAST ORD;US20030N1019;1.16E+11;36.7;C;Technology
01.01.2015;HP INC/d;US40434L1052;33415618526;72.92;B+;Technology
01.01.2015;EBAY INC/d;US2786421030;29344308616;40.61;C;Technology
01.01.2015;BAXTER INTL IN/d;US0718131099;21579066646;84.07;A;Healthcare
01.01.2015;APA CORPORTN O/d;US03743Q1085;23594138158;31.95;C-;Energy
01.01.2015;FREEPORTMCMORA/d;US35671D8570;24113568935;80.97;A-;Basic Materials
01.01.2015;NOV INC ORD/d;US62955J1034;26975129606;43.73;C+;Energy
01.01.2016;EXXON ORD;US30231G1022;3.25E+11;83.54;A;Energy
01.01.2016;GENERAL DYNAMICS ORD;US3695501086;43423364058;51.85;B-;Industrials
01.01.2016;ABBOTT LABS ORD;US0028241000;66993140305;80.25;A-;Healthcare
01.01.2016;COSTCO WHOLESALE ORD;US22160K1051;65043435858;66.91;B+;Consumer Cyclicals
01.01.2016;CHEVRON TEXACO ORD;US1667641005;1.69E+11;79.68;A-;Energy
01.01.2016;HOME DEPOT ORD;US4370761029;1.68E+11;78.28;A-;Consumer Cyclicals
01.01.2016;BLACKROCK ORD;US09290D1019;56388797252;43.26;C+;Financials
01.01.2016;MONDELEZ INTERNATIONAL INC;US6092071058;71258269983;75.62;A-;Consumer Non-Cyclicals
01.01.2016;JOHNSON&JOHNSON ORD;US4781601046;2.84E+11;89.87;A;Healthcare
01.01.2016;QUALCOMM ORD;US7475251036;75132153790;65;B;Technology
01.01.2016;UNION PACIFIC U ORD;US9078181081;66792233579;56.37;B-;Industrials
01.01.2016;HALLIBURTON ORD;US4062161017;29131886366;76.68;A-;Energy
01.01.2016;BOEING U ORD;US0970231058;96872933206;66.56;B;Industrials
01.01.2016;CELGENE ORD;US1510201049;94089990944;44.52;C+;Healthcare
01.01.2016;CONOCOPHILLIPS ORD;US20825C1045;57645434560;78.71;A-;Energy
01.01.2016;CISCO-T ORD;US17275R1023;1.38E+11;82.48;A-;Technology
01.01.2016;ALPHABET INC-CL A ORD;US02079K3059;5.28E+11;51.84;B-;Technology
01.01.2016;WALT DISNEY ORD;US2546871060;1.74E+11;60.82;B;Consumer Cyclicals
01.01.2016;CAPITAL ONE FINANCIAL ORD;US14040H1059;38261818287;57.7;B-;Financials
01.01.2016;TARGET ORD;US87612E1064;44731507402;80.09;A-;Consumer Cyclicals
01.01.2016;BIOGEN INC;US09062X1037;62898641259;60.2;B;Healthcare
01.01.2016;FACEBOOK CL A ORD;US30303M1027;2.96E+11;35.68;C;Technology
01.01.2016;GENERAL ELECTRIC ORD;US3696043013;1.88E+11;82.72;A-;Industrials
01.01.2016;GENERAL MOTORS ORD;US37045V1008;52925576709;59.19;B;Consumer Cyclicals
01.01.2016;THE GOLDMAN SACHS GROUP ORD;US38141G1040;76874612657;63.05;B;Financials
01.01.2016;AMAZON.COM INC ORD;US0231351067;3.17E+11;50.34;B-;Consumer Cyclicals
01.01.2016;SOUTHERN ORD;US8425871071;42529252020;47.79;C+;Utilities
01.01.2016;CVS HEALTH CORP;US1266501006;1.08E+11;87.61;A;Healthcare
01.01.2016;ALLERGAN PLC;IE00BY9D5467;NULL;16.56;D;Healthcare
01.01.2016;EMERSON ELECTRIC ORD;US2910111044;31154845011;47.26;C+;Industrials
01.01.2016;UNITED PARCEL SERVICE-CL B ORD;US9113121068;85684609179;72.06;B+;Industrials
01.01.2016;CATERPILLAR ORD;US1491231015;39574595644;75.04;A-;Industrials
01.01.2016;METLIFE ORD;US59156R1086;47757862509;55.12;B-;Financials
01.01.2016;EI D P DE NEMOUR ORD;US2635341090;NULL;79.26;A-;Consumer Non-Cyclicals
01.01.2016;PFIZER ORD;US7170811035;1.89E+11;73.55;B+;Healthcare
01.01.2016;ACCENTURE PLC-A ORD;IE00B4BNMY34;68752039125;72.55;B+;Technology
01.01.2016;MICROSOFT-T ORD;US5949181045;4.43E+11;92.39;A+;Technology
01.01.2016;3M ORD;US88579Y1010;77546789674;86.51;A;Consumer Non-Cyclicals
01.01.2016;PROCTERGAMBLE ORD;US7427181091;2.15E+11;59.19;B;Consumer Non-Cyclicals
01.01.2016;SIMON PROPERTY GROUP REIT;US8288061091;61211056358;57.61;B-;Real Estate
01.01.2016;STARBUCKS-T ORD;US8552441094;89132544000;73.54;B+;Consumer Cyclicals
01.01.2016;JPMORGAN CHASE ORD;US46625H1005;2.43E+11;71.37;B+;Financials
01.01.2016;MASTERCARD ORD;US57636Q1040;1.09E+11;55.93;B-;Technology
01.01.2016;TEXAS INSTRUMENTS ORD;US8825081040;55599925612;84.79;A;Technology
01.01.2016;COMCAST ORD;US20030N1019;1.29E+11;50.5;B-;Technology
01.01.2016;WALGREENS BOOTS ALLIANCE INC;US9314271084;91860689800;60.48;B;Consumer Non-Cyclicals
01.01.2016;COLGATE-PALMOLIVE CO ORD;US1941621039;59752947437;75.16;A-;Consumer Non-Cyclicals
01.01.2016;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;76657665369;45.88;C+;Financials
01.01.2016;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.15E+11;70.81;B+;Healthcare
01.01.2016;VISA INCORPORATION ORD;US92826C8394;1.88E+11;51.11;B-;Industrials
01.01.2016;FEDEX ORD;US31428X1063;41063915502;70.28;B+;Industrials
01.01.2016;UNITEDHEALTH GRP ORD;US91324P1021;1.12E+11;24.64;D+;Healthcare
01.01.2016;BANK OF NEW YORK MELLON ORD;US0640581007;45051522660;67.13;B+;Financials
01.01.2016;EXELON ORD;US30161N1019;18209095229;64.62;B;Utilities
01.01.2016;ALLSTATE ORD;US0200021014;24047840468;82.38;A-;Financials
01.01.2016;INTEL-T ORD;US4581401001;1.63E+11;91.39;A;Technology
01.01.2016;MEDTRONIC PLC;IE00BTN1Y115;1.08E+11;75.96;A-;Healthcare
01.01.2016;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.28E+11;72.91;B+;Technology
01.01.2016;SCHLUMBERGER ORD;AN8068571086;87631666605;55.5;B-;Energy
01.01.2016;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;53541348295;41.83;C+;Consumer Cyclicals
01.01.2016;ANADARKO PETROLEUM ORD;US0325111070;NULL;35.64;C;Energy
01.01.2016;HONEYWELL INTL ORD;US4385161066;71594042163;53.52;B-;Consumer Non-Cyclicals
01.01.2016;WAL-MART STORES ORD;US9311421039;1.96E+11;78.84;A-;Consumer Non-Cyclicals
01.01.2016;WELLS FARGO ORD;US9497461015;2.78E+11;65.51;B;Financials
01.01.2016;COCA-COLA ORD;US1912161007;1.87E+11;73.27;B+;Consumer Non-Cyclicals
01.01.2016;ALTRIA GROUP ORD;US02209S1033;1.14E+11;80.38;A-;Consumer Non-Cyclicals
01.01.2016;CITIGROUP ORD;US1729674242;1.54E+11;81.42;A-;Financials
01.01.2016;EMC ORD;US2686481027;NULL;40.12;C;Technology
01.01.2016;NORFOLK SOUTHERN ORD;US6558441084;25256016421;62.57;B;Industrials
01.01.2016;THE PRICELINE GROUP INC;US09857L1089;63471961631;16.59;D;Consumer Cyclicals
01.01.2016;BERKSHIRE HATHWAY CL B ORD;US0846707026;3.25E+11;10.98;D;Consumer Non-Cyclicals
01.01.2016;AMGEN-T ORD;US0311621009;1.22E+11;68.79;B+;Healthcare
01.01.2016;FORD MOTOR ORD;US3453708600;50616151326;79.06;A-;Consumer Cyclicals
01.01.2016;LOWE'S COS INC ORD;US5486611073;69584554316;79.49;A-;Consumer Cyclicals
01.01.2016;MERCK ORD;US58933Y1055;1.41E+11;72.2;B+;Healthcare
01.01.2016;PHILLIP MORRIS ORD;US7181721090;1.36E+11;63.86;B;Consumer Non-Cyclicals
01.01.2016;US ORD;US9029733048;74637385236;39.98;C;Financials
01.01.2016;ORACLE SYS ORD;US68389X1054;1.53E+11;50.51;B-;Technology
01.01.2016;MONSANTO ORD;US61166W1018;NULL;63.11;B;Basic Materials
01.01.2016;MORGAN STANLEY ORD;US6174464486;61591284136;66.91;B+;Financials
01.01.2016;ALPHABET INC-CL C ORD;US02079K1079;5.28E+11;51.84;B-;Technology
01.01.2016;RAYTHEON ORD;US7551115071;37495733940;64.41;B;Industrials
01.01.2016;NIKE INC -CL B ORD;US6541061031;1.07E+11;67.95;B+;Consumer Cyclicals
01.01.2016;AMERICAN EXPRESS ORD;US0258161092;68454303945;51.44;B-;Financials
01.01.2016;DEVON ENERGY ORD;US25179M1036;12878661984;41.26;C;Energy
01.01.2016;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;44225180172;28.97;C-;Industrials
01.01.2016;PEPSICO U ORD;US7134481081;1.46E+11;76.84;A-;Consumer Non-Cyclicals
01.01.2016;UTD TECHNOLOG ORD;US75513E1010;50261701106;57.86;B-;Industrials
01.01.2016;AT&T ORD;US00206R1023;1.60E+11;64.6;B;Technology
01.01.2016;KINDER MORGAN ORD;US49456B1017;33294199249;34.46;C;Energy
01.01.2016;BK OF AMERICA CO ORD;US0605051046;1.75E+11;68.43;B+;Financials
01.01.2016;LOCKHEED MARTIN ORD;US5398301094;66729216522;74.97;B+;Industrials
01.01.2016;TIME WARNER ORD;US8873173038;NULL;56.64;B-;Consumer Cyclicals
01.01.2016;VERIZON COMMUNICATIONS ORD;US92343V1044;1.88E+11;68.38;B+;Technology
01.01.2016;OCCIDENTAL U ORD;US6745991058;51613875041;71.16;B+;Energy
01.01.2016;ABBVIE ORD SHS;US00287Y1091;96842407363;67.86;B+;Healthcare
01.01.2016;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;53541348295;41.83;C+;Consumer Cyclicals
01.01.2016;DOW CHEMICAL ORD;US26614N1028;NULL;NULL;NULL;Technology
01.01.2016;GILEAD SCIENCES ORD;US3755581036;1.46E+11;67.42;B+;Healthcare
01.01.2016;MCDONALD'S ORD;US5801351017;1.08E+11;63.54;B;Consumer Cyclicals
01.01.2016;APPLE ORD;US0378331005;5.84E+11;56.17;B-;Technology
01.01.2016;LILLY ORD;US5324571083;93366530019;66.89;B+;Healthcare
01.01.2017;EXXON ORD;US30231G1022;3.74E+11;74.8;B+;Energy
01.01.2017;GENERAL DYNAMICS ORD;US3695501086;52578345503;56.21;B-;Industrials
01.01.2017;ABBOTT LABS ORD;US0028241000;56551408778;79.35;A-;Healthcare
01.01.2017;COSTCO WHOLESALE ORD;US22160K1051;64404890554;69.13;B+;Consumer Cyclicals
01.01.2017;CHEVRON TEXACO ORD;US1667641005;2.22E+11;76.83;A-;Energy
01.01.2017;THE KRAFT HEINZ COMPANY;US5007541064;1.06E+11;25.71;C-;Consumer Non-Cyclicals
01.01.2017;HOME DEPOT ORD;US4370761029;1.63E+11;70.41;B+;Consumer Cyclicals
01.01.2017;BLACKROCK ORD;US09290D1019;61673868546;58.51;B;Financials
01.01.2017;MONDELEZ INTERNATIONAL INC;US6092071058;68463770971;71.58;B+;Consumer Non-Cyclicals
01.01.2017;JOHNSON&JOHNSON ORD;US4781601046;3.13E+11;91.06;A;Healthcare
01.01.2017;QUALCOMM ORD;US7475251036;96293011797;73.82;B+;Technology
01.01.2017;UNION PACIFIC U ORD;US9078181081;85443976950;63.98;B;Industrials
01.01.2017;HALLIBURTON ORD;US4062161017;46758220309;77.18;A-;Energy
01.01.2017;BOEING U ORD;US0970231058;96080387623;69.8;B+;Industrials
01.01.2017;CELGENE ORD;US1510201049;89729804894;53.29;B-;Healthcare
01.01.2017;CONOCOPHILLIPS ORD;US20825C1045;62124834287;79.44;A-;Energy
01.01.2017;CISCO-T ORD;US17275R1023;1.52E+11;85.06;A;Technology
01.01.2017;ALPHABET INC-CL A ORD;US02079K3059;5.39E+11;62.16;B;Technology
01.01.2017;WALT DISNEY ORD;US2546871060;1.66E+11;61.63;B;Consumer Cyclicals
01.01.2017;CAPITAL ONE FINANCIAL ORD;US14040H1059;41921259707;69.65;B+;Financials
01.01.2017;TARGET ORD;US87612E1064;40571263365;84.45;A;Consumer Cyclicals
01.01.2017;BIOGEN INC;US09062X1037;56831720633;74.06;B+;Healthcare
01.01.2017;FACEBOOK CL A ORD;US30303M1027;3.32E+11;35.16;C;Technology
01.01.2017;GENERAL ELECTRIC ORD;US3696043013;1.67E+11;83.52;A;Industrials
01.01.2017;GENERAL MOTORS ORD;US37045V1008;53108144577;72.05;B+;Consumer Cyclicals
01.01.2017;THE GOLDMAN SACHS GROUP ORD;US38141G1040;95217105011;67.43;B+;Financials
01.01.2017;AMAZON.COM INC ORD;US0231351067;3.56E+11;65.29;B;Consumer Cyclicals
01.01.2017;SOUTHERN ORD;US8425871071;48206174421;56.85;B-;Utilities
01.01.2017;CVS HEALTH CORP;US1266501006;84152715220;81.17;A-;Healthcare
01.01.2017;ALLERGAN PLC;IE00BY9D5467;NULL;26.49;C-;Healthcare
01.01.2017;EMERSON ELECTRIC ORD;US2910111044;35928089897;62.83;B;Industrials
01.01.2017;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.00E+11;70.61;B+;Industrials
01.01.2017;CATERPILLAR ORD;US1491231015;54259631533;73.05;B+;Industrials
01.01.2017;METLIFE ORD;US59156R1086;52784723189;52.95;B-;Financials
01.01.2017;EI D P DE NEMOUR ORD;US2635341090;NULL;78.83;A-;Consumer Non-Cyclicals
01.01.2017;PFIZER ORD;US7170811035;1.87E+11;71.31;B+;Healthcare
01.01.2017;ACCENTURE PLC-A ORD;IE00B4BNMY34;76126457854;86.85;A;Technology
01.01.2017;MICROSOFT-T ORD;US5949181045;4.83E+11;92.84;A+;Technology
